hour;linkID;link_type;start_node;end_node;flowrate;velocity;status
0:00:00;10101;Pipe;8596;8598;0.84403185;11.56748720;1
0:00:00;10103;Pipe;8598;8600;0.28712836;3.93510462;1
0:00:00;10105;Pipe;8600;8602;0.19346273;2.65141377;1
0:00:00;10107;Pipe;8598;8604;0.10157602;3.13223189;1
0:00:00;10109;Pipe;8604;8606;0.07304130;2.25232567;1
0:00:00;10111;Pipe;8606;8608;0.01401186;0.43207433;1
0:00:00;10113;Pipe;8608;8610;0.01401186;0.43207433;1
0:00:00;10115;Pipe;8610;8612;-0.00000000;0.00000000;1
0:00:00;10117;Pipe;8612;8614;-0.00000000;0.00000000;1
0:00:00;10119;Pipe;8602;8616;0.07688837;1.51741141;1
0:00:00;10121;Pipe;8616;8618;0.02664652;0.52587577;1
0:00:00;10123;Pipe;8618;8620;0.02664652;0.52587577;1
0:00:00;10125;Pipe;8620;8622;0.02664652;0.52587577;1
0:00:00;10127;Pipe;8622;8624;0.02664652;0.52587577;1
0:00:00;10129;Pipe;8624;8626;0.02664652;0.52587577;1
0:00:00;10131;Pipe;8626;8628;0.02664652;0.52587577;1
0:00:00;10133;Pipe;8628;8630;0.01659153;0.32743810;1
0:00:00;10135;Pipe;8630;8632;0.01659153;0.32743810;1
0:00:00;10137;Pipe;8632;8634;0.01659153;0.32743810;1
0:00:00;10139;Pipe;8634;8636;0.01659153;0.32743810;1
0:00:00;10141;Pipe;8636;8638;0.01659153;0.32743810;1
0:00:00;10143;Pipe;8638;8640;0.01659153;0.32743810;1
0:00:00;10145;Pipe;8640;8642;0.00032159;0.00634672;1
0:00:00;10147;Pipe;8628;8644;0.01005499;0.31005887;1
0:00:00;10149;Pipe;8644;8646;0.01005499;0.31005887;1
0:00:00;10151;Pipe;8646;8648;0.01005499;0.31005887;1
0:00:00;10153;Pipe;8648;8650;0.01037658;0.31997561;1
0:00:00;10155;Pipe;8650;8652;0.01037658;0.31997561;1
0:00:00;10157;Pipe;8652;8654;0.01037658;0.31997561;1
0:00:00;10159;Pipe;8654;8656;0.01037658;0.31997561;1
0:00:00;10161;Pipe;8656;8658;0.01037658;0.31997561;1
0:00:00;10163;Pipe;8658;8660;0.01037658;0.31997561;1
0:00:00;10165;Pipe;8660;8662;0.00419000;0.12920415;1
0:00:00;10167;Pipe;8662;8664;0.00201446;0.06211857;1
0:00:00;10169;Pipe;8660;8666;0.00446191;0.13758889;1
0:00:00;10171;Pipe;8666;8668;0.00446191;0.13758889;1
0:00:00;10173;Pipe;8668;8670;0.00446191;0.13758889;1
0:00:00;10175;Pipe;8670;8672;0.00446191;0.13758889;1
0:00:00;10177;Pipe;8672;8674;0.00446191;0.13758889;1
0:00:00;10179;Pipe;8674;8676;0.00446191;0.13758889;1
0:00:00;10181;Pipe;8676;8678;0.00446191;0.13758889;1
0:00:00;10183;Pipe;8678;8680;-0.01626994;0.50170529;1
0:00:00;10185;Pipe;8680;8682;-0.01626994;0.50170529;1
0:00:00;10187;Pipe;8682;8684;-0.01626994;0.50170529;1
0:00:00;10189;Pipe;8684;8686;-0.01626994;0.50170529;1
0:00:00;10191;Pipe;8686;8640;-0.01626994;0.50170528;1
0:00:00;10193;Pipe;8642;8688;-0.00000000;0.00000000;1
0:00:00;10195;Pipe;8642;8690;0.00032159;0.00991674;1
0:00:00;10197;Pipe;8690;8692;0.00032159;0.00991674;1
0:00:00;10199;Pipe;8692;8694;0.00032159;0.00991674;1
0:00:00;10201;Pipe;8694;8696;0.00032159;0.00991674;1
0:00:00;10203;Pipe;8696;8698;0.00032159;0.00991674;1
0:00:00;10205;Pipe;8698;8700;0.00032159;0.00991674;1
0:00:00;10207;Pipe;8700;8648;0.00032159;0.00991674;1
0:00:00;10209;Pipe;8696;8702;-0.00000000;0.00000000;1
0:00:00;10211;Pipe;8702;8704;-0.00000000;0.00000000;1
0:00:00;10213;Pipe;8704;8706;-0.00000000;0.00000000;1
0:00:00;10215;Pipe;8706;8708;-0.00000000;0.00000000;1
